Actual,Predicted,Error,Strength Range
52.90831981199999,52.068058969769496,0.8402608422304922,High (>40 MPa)
55.89581932,48.02616313154707,7.869656188452929,High (>40 MPa)
70.77298771,68.73080205573828,2.042185654261715,High (>40 MPa)
31.065030656,29.333331203008914,1.7316994529910872,Medium (20-40 MPa)
9.2709700864,10.266366829250046,-0.9953967428500459,Low (<20 MPa)
42.07013630379999,42.30568444521663,-0.23554814141663627,High (>40 MPa)
23.2165874528,23.290373807699464,-0.07378635489946461,Medium (20-40 MPa)
45.3675208,49.3258509503457,-3.9583301503457022,High (>40 MPa)
32.91558423999999,30.516392104718882,2.3991921352811048,Medium (20-40 MPa)
42.98502269248,37.77108098711224,5.213941705367759,High (>40 MPa)
25.0969264,37.609734717143034,-12.512808317143033,Medium (20-40 MPa)
9.44267718944,10.212369039858137,-0.7696918504181376,Low (<20 MPa)
35.372876704,38.03732381677061,-2.6644471127706097,Medium (20-40 MPa)
43.8247493024,47.444774985438485,-3.6200256830384845,High (>40 MPa)
33.00521612,28.064123715568602,4.941092404431398,Medium (20-40 MPa)
20.8212099336,19.33656271048868,1.4846472231113204,Medium (20-40 MPa)
35.251528928,33.79507862825503,1.4564502997449722,Medium (20-40 MPa)
19.35014394,17.61273765324233,1.7374062867576683,Low (<20 MPa)
35.311168602,34.182647952743224,1.128520649256778,Medium (20-40 MPa)
29.1173988512,29.35911477578841,-0.24171592458840863,Medium (20-40 MPa)
31.38150014,37.77650679803945,-6.395006658039449,Medium (20-40 MPa)
37.9556538,34.67785311885074,3.277800681149259,Medium (20-40 MPa)
48.71837416,47.18113634328771,1.5372378167122918,High (>40 MPa)
6.5572270242,6.309294495259867,0.24793252894013307,Low (<20 MPa)
37.8316860152,34.11366345767493,3.7180225575250674,Medium (20-40 MPa)
27.1454974912,30.46864548083469,-3.323147989634691,Medium (20-40 MPa)
10.946120976,8.49423262773656,2.4518883482634397,Low (<20 MPa)
38.998830988,40.56989436767716,-1.571063379677156,Medium (20-40 MPa)
52.95865156,55.166885725410815,-2.208234165410815,High (>40 MPa)
13.22414968,14.135581915933095,-0.9114322359330949,Low (<20 MPa)
51.2575763728,45.664752199191604,5.592824173608399,High (>40 MPa)
